OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
AT&T T-16,2019-034A,44333,PAY,+,US,2019-06-20,FRGUI,,1436.09,0.01,35788,35785,,,EA,ORB
EUTELSAT 7C,2019-034B,44334,PAY,+,EUTE,2019-06-20,FRGUI,,1436.12,0.07,35800,35774,,,EA,ORB
BEIDOU-3 IGSO-2,2019-035A,44337,PAY,+,PRC,2019-06-24,XICLF,,1436.01,55.25,35949,35621,,,EA,ORB
COSMOS 2539,2019-048A,44457,PAY,+,CIS,2019-08-05,TYMSC,,1436.1,0.01,35788,35786,,,EA,ORB
EDRS-C,2019-049A,44475,PAY,+,ESA,2019-08-06,FRGUI,,1436.11,0.02,35791,35782,,,EA,ORB
INTELSAT 39 (IS-39),2019-049B,44476,PAY,+,ITSO,2019-08-06,FRGUI,,1436.12,0.02,35787,35787,,,EA,ORB
AMOS-17,2019-050A,44479,PAY,+,ISRA,2019-08-06,AFETR,,1436.1,0.04,35793,35780,,,EA,ORB
EUTELSAT 5 WEST B,2019-067A,44624,PAY,P,EUTE,2019-10-09,TYMSC,,1436.1,0.1,35800,35773,,,EA,ORB
MEV-1,2019-067B,44625,PAY,+,US,2019-10-09,TYMSC,,1436.11,0.85,35804,35769,,,EA,ORB
TJS-4,2019-070A,44637,PAY,+,PRC,2019-10-17,XICLF,,1436.12,0.02,35799,35775,,,EA,ORB
BEIDOU-3 IGSO-3,2019-073A,44709,PAY,+,PRC,2019-11-04,XICLF,,1436.16,54.67,35985,35590,,,EA,ORB
TIBA-1,2019-080A,44800,PAY,+,EGYP,2019-11-26,FRGUI,,1436.05,0.06,35796,35775,,,EA,ORB
INMARSAT GX5,2019-080B,44801,PAY,+,IM,2019-11-26,FRGUI,,1436.1,0.05,35795,35779,,,EA,ORB
JCSAT-18 (KACIFIC 1),2019-091A,44868,PAY,+,JPN,2019-12-17,AFETR,,1436.11,0.05,35789,35785,,,EA,ORB
ELEKTRO-L 3,2019-095A,44903,PAY,+,CIS,2019-12-24,TYMSC,,1436.11,0.45,35793,35781,,,EA,ORB
SHIJIAN-20 (SJ-20),2019-097A,44910,PAY,+,PRC,2019-12-27,WSC,,1436.16,5.11,35798,35778,,,EA,ORB
TJS-5,2020-002A,44978,PAY,+,PRC,2020-01-07,XICLF,,1436.12,0.19,35818,35756,,,EA,ORB
GSAT-30,2020-005A,45026,PAY,+,IND,2020-01-16,FRGUI,,1436.11,0.02,35795,35779,,,EA,ORB
EUTELSAT KONNECT,2020-005B,45027,PAY,+,EUTE,2020-01-16,FRGUI,,1436.05,0.06,35794,35777,,,EA,ORB
JCSAT-17,2020-013A,45245,PAY,+,JPN,2020-02-18,FRGUI,,1436.09,5.4,35805,35768,,,EA,ORB
GEO-KOMPSAT-2B,2020-013B,45246,PAY,+,SKOR,2020-02-18,FRGUI,,1436.11,0.05,35793,35780,,,EA,ORB
BEIDOU-3 G2,2020-017A,45344,PAY,+,PRC,2020-03-09,XICLF,,1436.11,2.56,35796,35777,,,EA,ORB
AEHF-6 (USA 298),2020-022B,45465,PAY,+,US,2020-03-26,AFETR,,1436.07,2.39,35964,35608,,,EA,ORB
BEIDOU-3 G3,2020-040A,45807,PAY,+,PRC,2020-06-23,XICLF,,1436.06,2.63,35796,35775,,,EA,ORB
APSTAR-6D,2020-045A,45863,PAY,+,PRC,2020-07-09,XICLF,,1436.13,0.04,35797,35777,,,EA,ORB
KOREASAT 116,2020-048A,45920,PAY,+,SKOR,2020-07-20,AFETR,,1436.13,0.02,35791,35783,,,EA,ORB
EXPRESS 103,2020-053A,45985,PAY,+,CIS,2020-07-30,TYMSC,,1436.11,0.04,35792,35782,,,EA,ORB
EXPRESS 80,2020-053B,45986,PAY,+,CIS,2020-07-30,TYMSC,,1436.09,0.02,35796,35777,,,EA,ORB
BSAT-4B,2020-056A,46112,PAY,+,JPN,2020-08-15,FRGUI,,1436.1,0.05,35804,35769,,,EA,ORB
MEV-2,2020-056B,46113,PAY,+,US,2020-08-15,FRGUI,,1436.11,0.05,35788,35785,,,28358,DOC
GALAXY 30 (G-30),2020-056C,46114,PAY,+,US,2020-08-15,FRGUI,,1436.09,0.02,35797,35776,,,EA,ORB
TIANTONG-1 2,2020-082A,46916,PAY,+,PRC,2020-11-12,XICLF,,1436.08,0.72,35789,35783,,,EA,ORB
LUCAS (JDRS-1),2020-089A,47202,PAY,+,JPN,2020-11-29,TANSC,,1436.08,0.06,35795,35778,,,EA,ORB
SXM-7,2020-096A,47240,PAY,P,US,2020-12-13,AFETR,,1436.12,0.02,35803,35771,,,EA,ORB
CMS-01,2020-099A,47256,PAY,+,IND,2020-12-17,SRILR,,1436.1,0.01,35807,35767,,,EA,ORB
TURKSAT 5A,2021-001A,47306,PAY,+,TURK,2021-01-08,AFETR,,1436.09,0.01,35787,35785,,,EA,ORB
TIANTONG-1 3,2021-003A,47321,PAY,+,PRC,2021-01-19,XICLF,,1436.1,1.71,35801,35772,,,EA,ORB
TJS-6,2021-010A,47613,PAY,+,PRC,2021-02-04,XICLF,,1436.08,0.06,35802,35770,,,EA,ORB
SHIYAN-9 (SY-9),2021-019A,47851,PAY,+,PRC,2021-03-11,WSC,,1436.09,16.36,35847,35726,,,EA,ORB
SBIRS GEO-5 (USA 315),2021-042A,48618,PAY,+,US,2021-05-18,AFETR,,1436.1,5.01,35795,35779,,,EA,ORB
FENGYUN 4B,2021-047A,48808,PAY,+,PRC,2021-06-02,XICLF,,1436.11,0.34,35819,35755,,,EA,ORB
SXM-8,2021-049A,48838,PAY,+,US,2021-06-06,AFETR,,1436.11,0.02,35810,35764,,,EA,ORB
TIANLIAN 1-05,2021-063A,49011,PAY,+,PRC,2021-07-06,XICLF,,1436.08,1.79,35800,35773,,,EA,ORB
STAR ONE D2,2021-069A,49055,PAY,+,BRAZ,2021-07-30,FRGUI,,1436.12,0.03,35798,35776,,,EA,ORB
EUTELSAT QUANTUM,2021-069B,49056,PAY,+,EUTE,2021-07-30,FRGUI,,1436.11,0.01,35796,35778,,,EA,ORB
ZHONGXING-2E,2021-071A,49062,PAY,+,PRC,2021-08-05,XICLF,,1436.13,0.01,35790,35784,,,EA,ORB
TJS-7,2021-077A,49115,PAY,+,PRC,2021-08-24,XICLF,,1436.12,0.16,35795,35779,,,EA,ORB
CHINASAT 9B,2021-080A,49125,PAY,+,PRC,2021-09-09,XICLF,,1436.1,0.01,35800,35773,,,EA,ORB
SES-17,2021-095A,49332,PAY,+,SES,2021-10-24,FRGUI,,1436.14,0.03,35792,35783,,,EA,ORB
SYRACUSE 4A,2021-095B,49333,PAY,+,FR,2021-10-24,FRGUI,,1436.11,0.02,35793,35780,,,EA,ORB
ZHONGXING-1D,2021-114A,49505,PAY,+,PRC,2021-11-26,XICLF,,1436.1,0.01,35791,35782,,,EA,ORB
STPSAT-6,2021-118A,49817,PAY,+,US,2021-12-07,AFETR,,1436.1,0.51,35791,35782,,,EA,ORB
EXPRESS AMU-7,2021-123A,50001,PAY,+,CIS,2021-12-13,TYMSC,,1436.09,0.04,35787,35786,,,EA,ORB
EXPRESS AMU-3,2021-123B,50002,PAY,+,CIS,2021-12-13,TYMSC,,1436.08,0.03,35791,35782,,,EA,ORB
TIANLIAN 2-02,2021-124A,50005,PAY,+,PRC,2021-12-13,XICLF,,1436.1,0.99,35801,35772,,,EA,ORB
TURKSAT 5B,2021-126A,50212,PAY,+,TURK,2021-12-19,AFETR,,1436.1,0.07,35794,35780,,,EA,ORB
INMARSAT 6-F1,2021-128A,50319,PAY,+,IM,2021-12-22,TANSC,,1436.15,0.02,35789,35787,,,EA,ORB
SHIYAN-12 01 (SY-12 01),2021-129A,50321,PAY,+,PRC,2021-12-23,WSC,,1433.26,3.87,35738,35724,,,EA,ORB
SHIYAN-12 02 (SY-12 02),2021-129B,50322,PAY,+,PRC,2021-12-23,WSC,,1433.5,3.87,35751,35721,,,EA,ORB
TJS-9,2021-135A,50574,PAY,+,PRC,2021-12-29,XICLF,,1436.16,0.03,35807,35769,,,EA,ORB
USA 324,2022-006A,51280,PAY,+,US,2022-01-21,AFETR,,1436.54,0.77,35822,35769,,,EA,ORB
USA 325,2022-006B,51281,PAY,+,US,2022-01-21,AFETR,,1436.09,0.59,35802,35771,,,EA,ORB
GOES 18,2022-021A,51850,PAY,+,US,2022-03-01,AFETR,,1436.1,0.01,35790,35784,,,EA,ORB
ZHONGXING-6D,2022-038A,52255,PAY,+,PRC,2022-04-15,XICLF,,1436.13,0.06,35795,35780,,,EA,ORB
NILESAT 301,2022-061A,52817,PAY,+,EGYP,2022-06-08,AFETR,,1436.07,0.05,35792,35780,,,EA,ORB
CMS-02 (GSAT-24),2022-067A,52903,PAY,+,IND,2022-06-22,FRGUI,,1436.12,0.05,35795,35779,,,EA,ORB
MEASAT 3D,2022-067B,52904,PAY,+,MALA,2022-06-22,FRGUI,,1436.14,0.01,35793,35782,,,EA,ORB
SES-22,2022-071A,52933,PAY,+,SES,2022-06-29,AFETR,,1436.13,0.04,35792,35783,,,EA,ORB
WFOV (USA 332),2022-073A,52940,PAY,+,US,2022-07-01,AFETR,,1436.08,3.9,35798,35774,,,EA,ORB
TIANLIAN 2-03,2022-078A,53100,PAY,+,PRC,2022-07-12,XICLF,,1436.1,0.87,35792,35782,,,EA,ORB
SBIRS GEO-6 (USA 336),2022-092A,53355,PAY,+,US,2022-08-04,AFETR,,1436.11,3.13,35795,35779,,,EA,ORB
EUTELSAT KONNECT VHTS,2022-110A,53765,PAY,+,EUTE,2022-09-07,FRGUI,,1436.13,0.06,35799,35775,,,EA,ORB
ZHONGXING-1E,2022-112A,53813,PAY,+,PRC,2022-09-13,WSC,,1436.13,0.01,35798,35776,,,EA,ORB
SES-20,2022-123A,53960,PAY,+,SES,2022-10-04,AFETR,,1436.12,0.02,35794,35780,,,EA,ORB
SES-21,2022-123B,53961,PAY,+,SES,2022-10-04,AFETR,,1436.12,0.03,35791,35783,,,EA,ORB
GALAXY 33 (G-33),2022-128A,54026,PAY,+,ITSO,2022-10-08,AFETR,,1436.09,0.02,35794,35779,,,EA,ORB
GALAXY 34 (G-34),2022-128B,54027,PAY,+,ITSO,2022-10-08,AFETR,,1436.06,0.02,35793,35778,,,EA,ORB
ANGOSAT 2,2022-131A,54033,PAY,+,ANG,2022-10-12,TYMSC,,1436.12,0.02,35791,35783,,,EA,ORB
EUTELSAT HOTBIRD 13F,2022-134A,54048,PAY,+,EUTE,2022-10-15,AFETR,,1436.1,0.06,35795,35779,,,EA,ORB
EUTELSAT HOTBIRD 13G,2022-146A,54225,PAY,+,EUTE,2022-11-03,AFETR,,1436.11,0.05,35796,35778,,,EA,ORB
ZHONGXING-19,2022-148A,54230,PAY,+,PRC,2022-11-05,XICLF,,1436.1,0.05,35806,35768,,,EA,ORB
GALAXY 31 (G-31),2022-153A,54243,PAY,+,ITSO,2022-11-12,AFETR,,1436.1,0.01,35792,35781,,,EA,ORB
GALAXY 32 (G-32),2022-153B,54244,PAY,+,ITSO,2022-11-12,AFETR,,1436.12,0.02,35787,35787,,,EA,ORB
EUTELSAT 10B,2022-157A,54259,PAY,+,EUTE,2022-11-23,AFETR,,1436.12,0.06,35791,35783,,,EA,ORB
GALAXY 35 (G-35),2022-170A,54741,PAY,+,ITSO,2022-12-13,FRGUI,,1436.11,0.02,35795,35778,,,EA,ORB
GALAXY 36 (G-36),2022-170B,54742,PAY,+,ITSO,2022-12-13,FRGUI,,1436.09,0.02,35795,35778,,,EA,ORB
METEOSAT-12 (MTG-I1),2022-170C,54743,PAY,+,EUME,2022-12-13,FRGUI,,1436.14,0.77,35803,35772,,,EA,ORB
SHIJIAN-23 (SJ-23),2023-002A,55131,PAY,+,PRC,2023-01-08,WSC,,1439.63,3.91,35868,35843,,,EA,ORB
APSTAR-6E,2023-005A,55239,PAY,P,PRC,2023-01-12,XICLF,,1436.11,0.05,35802,35772,,,EA,ORB
USA 342,2023-008A,55263,PAY,+,US,2023-01-15,AFETR,,1436.07,0.02,35787,35785,,,EA,ORB
ELEKTRO-L 4,2023-016A,55506,PAY,+,CIS,2023-02-05,TYMSC,,1436.1,0.02,35796,35777,,,EA,ORB
AMAZONAS NEXUS,2023-017A,55508,PAY,+,SPN,2023-02-07,AFETR,,1436.13,0.04,35800,35774,,,EA,ORB
ZHONGXING-26,2023-023A,55686,PAY,+,PRC,2023-02-23,XICLF,,1436.18,0.06,35798,35778,,,EA,ORB
LUCH-5X (OLYMP-K 2),2023-031A,55841,PAY,+,CIS,2023-03-12,TYMSC,,1436.08,0.02,35789,35784,,,EA,ORB
GAOFEN-13 02,2023-036A,55912,PAY,+,PRC,2023-03-17,XICLF,,1436.12,1.0,35803,35771,,,EA,ORB
SES-18,2023-038A,55970,PAY,+,SES,2023-03-17,AFETR,,1436.08,0.06,35795,35778,,,EA,ORB
SES-19,2023-038B,55971,PAY,+,SES,2023-03-17,AFETR,,1436.12,0.06,35794,35780,,,EA,ORB
INTELSAT 40E (IS-40E),2023-052A,56174,PAY,+,ITSO,2023-04-07,AFETR,,1436.11,0.01,35798,35776,,,EA,ORB
USA 344,2022-144J,56307,PAY,+,US,2022-11-01,AFETR,,1440.3,5.44,35887,35850,,NEA,EA,ORB
VIASAT-3 F1,2023-060A,56370,PAY,P,US,2023-05-01,AFETR,,1436.11,0.01,35791,35783,,,EA,ORB
ARCTURUS,2023-060B,56371,PAY,P,US,2023-05-01,AFETR,,1436.13,2.97,35790,35784,,,EA,ORB
GS-1,2023-060C,56372,PAY,+,US,2023-05-01,AFETR,,1436.34,2.9,35804,35779,,,EA,ORB
BEIDOU-3 G4,2023-066A,56564,PAY,+,PRC,2023-05-17,XICLF,,1436.07,0.44,35808,35764,,,EA,ORB
ARABSAT-7B (BADR-8),2023-075A,56757,PAY,+,AB,2023-05-27,AFETR,,1436.09,0.08,35794,35779,,,EA,ORB
NVS-01 (IRNSS-1J),2023-076A,56759,PAY,+,IND,2023-05-29,SRILR,,1436.14,1.99,35808,35767,,,EA,ORB
NUSANTARA TIGA (SATRIA),2023-086A,57045,PAY,+,INDO,2023-06-18,AFETR,,1436.07,0.05,35797,35775,,,EA,ORB
H2SAT (HEINRICH HERTZ),2023-093A,57213,PAY,+,GER,2023-07-05,FRGUI,,1436.14,0.02,35791,35784,,,EA,ORB
SYRACUSE 4B,2023-093B,57214,PAY,+,FR,2023-07-05,FRGUI,,1436.12,0.02,35788,35786,,,EA,ORB
JUPITER 3 (ECHOSTAR 24),2023-108A,57479,PAY,+,US,2023-07-29,AFETR,,1436.1,0.02,35792,35782,,,EA,ORB
GALAXY 37 (G-37),2023-112A,57493,PAY,+,ITSO,2023-08-03,AFETR,,1436.08,0.02,35795,35778,,,EA,ORB
LUDI TANCE-4 01A,2023-120A,57624,PAY,+,PRC,2023-08-12,XICLF,,1436.18,15.06,35804,35773,,,EA,ORB
USA 346,2023-140A,57836,PAY,+,US,2023-09-10,AFETR,,1436.05,12.41,35787,35785,,NEA,EA,ORB
USA 347,2023-140B,57837,PAY,+,US,2023-09-10,AFETR,,1436.07,12.05,35798,35773,,NEA,EA,ORB
USA 348,2023-140C,57838,PAY,+,US,2023-09-10,AFETR,,1436.1,12.05,35791,35782,,NEA,EA,ORB
TJS-10,2023-169A,58204,PAY,+,PRC,2023-11-03,WSC,,1436.09,2.74,35806,35767,,,EA,ORB
ZHONGXING-6E,2023-172A,58253,PAY,+,PRC,2023-11-09,XICLF,,1436.17,0.01,35798,35777,,,EA,ORB
YAOGAN-41,2023-197A,58582,PAY,+,PRC,2023-12-15,WSC,,1436.09,2.99,35846,35727,,,EA,ORB
OVZON-3,2024-003A,58698,PAY,+,SWED,2024-01-03,AFETR,,1436.12,0.01,35788,35786,,,EA,ORB
INSAT-3DS,2024-033A,58990,PAY,+,IND,2024-02-17,SRILR,,1436.12,0.06,35793,35781,,,EA,ORB
MERAH PUTIH 2,2024-035A,58995,PAY,+,INDO,2024-02-20,AFETR,,1436.12,0.01,35792,35782,,,EA,ORB
TJS-11,2024-037A,59020,PAY,+,PRC,2024-02-23,WSC,,1436.1,4.1,35797,35777,,,EA,ORB
HULIANWAN GAOGUI-01 (HG-01),2024-040A,59069,PAY,+,PRC,2024-02-29,XICLF,,1436.11,0.09,35793,35781,,,EA,ORB
EUTELSAT 36D,2024-059A,59346,PAY,+,EUTE,2024-03-30,AFETR,,1436.16,0.02,35791,35785,,,EA,ORB
USA 353,2024-067A,59453,PAY,+,US,2024-04-09,AFETR,,1436.1,6.21,35951,35623,,NEA,EA,ORB
PAKSAT-MM1,2024-104A,59915,PAY,+,PAKI,2024-05-30,XICLF,,1436.09,0.04,35795,35778,,,EA,ORB
ASTRA 1P (SES-24),2024-115A,60086,PAY,+,SES,2024-06-20,AFETR,,1436.09,0.07,35797,35776,,,EA,ORB
GOES 19,2024-119A,60133,PAY,+,US,2024-06-25,AFETR,,1436.11,0.01,35790,35783,,,EA,ORB
ZHONGXING-3A,2024-122A,60179,PAY,+,PRC,2024-06-29,WSC,,1436.1,0.02,35798,35775,,,EA,ORB
TURKSAT 6A,2024-127A,60233,PAY,+,TURK,2024-07-08,AFETR,,1436.07,0.05,35805,35767,,,EA,ORB
HULIANWAN GAOGUI-02 (HG-02),2024-135A,60327,PAY,+,PRC,2024-08-01,XICLF,,1436.09,0.06,35806,35767,,,EA,ORB
ZHONGXING-4A,2024-151A,60606,PAY,+,PRC,2024-08-22,WSC,,1436.09,1.12,35790,35782,,,EA,ORB
HULIANWAN GAOGUI-03 (HG-03),2024-181A,61503,PAY,+,PRC,2024-10-10,XICLF,,1436.06,0.07,35790,35782,,,EA,ORB
DSN-3 (KIRAMEKI-3),2024-198A,61733,PAY,+,JPN,2024-11-04,TANSC,,1436.1,0.02,35793,35781,,,EA,ORB
KOREASAT 6A,2024-206A,61910,PAY,+,SKOR,2024-11-11,AFETR,,1436.11,0.03,35791,35783,,,EA,ORB
OPTUS-X (ADS-01),2024-212A,62006,PAY,+,AUS,2024-11-17,AFETR,,1436.11,0.04,35797,35776,,,EA,ORB
GSAT-N2 (GSAT-20),2024-214A,62028,PAY,+,IND,2024-11-18,AFETR,,1436.09,0.04,35793,35780,,,EA,ORB
SXM-9,2024-234A,62259,PAY,+,US,2024-12-05,AFETR,,1436.14,0.01,35808,35767,,,EA,ORB
TJS-12,2024-246A,62374,PAY,+,PRC,2024-12-20,XICLF,,1436.1,0.52,35791,35782,,,EA,ORB
NUVIEW ALPHA,2024-252B,62455,PAY,+,UK,2024-12-29,AFETR,,1436.09,0.05,35788,35785,,,EA,ORB
AGILA,2024-252C,62456,PAY,+,RP,2024-12-29,AFETR,,1436.08,0.03,35791,35782,,,EA,ORB
NUVIEW BRAVO,2024-252D,62457,PAY,+,UK,2024-12-29,AFETR,,1436.11,0.06,35794,35780,,,EA,ORB
THURAYA-4,2025-001A,62483,PAY,+,UAE,2025-01-04,AFETR,,1436.07,0.02,35787,35785,,,EA,ORB
TJS-14,2025-017A,62804,PAY,+,PRC,2025-01-23,XICLF,,1436.11,0.62,35801,35773,,,EA,ORB
SPAINSAT NG I,2025-021A,62852,PAY,+,SPN,2025-01-30,AFETR,,1436.11,0.02,35788,35786,,,EA,ORB
QZS-6 (MICHIBIKI-6),2025-023A,62876,PAY,+,JPN,2025-02-02,TANSC,,1436.09,0.02,35793,35780,,,EA,ORB
ZHONGXING-10R,2025-036A,63075,PAY,+,PRC,2025-02-22,XICLF,,1436.16,0.05,35809,35767,,,EA,ORB
TJS-15,2025-045A,63157,PAY,+,PRC,2025-03-09,XICLF,,1438.62,0.4,35842,35830,,,EA,ORB
TIANLIAN 2-04,2025-062A,63361,PAY,+,PRC,2025-03-26,XICLF,,1436.11,4.18,35925,35649,,,EA,ORB
TJS-16,2025-064A,63397,PAY,+,PRC,2025-03-29,WSC,,1436.08,1.29,35793,35779,,,EA,ORB
TJS-17,2025-073A,63524,PAY,+,PRC,2025-04-10,XICLF,,1436.12,1.26,35792,35782,,,EA,ORB
TIANLIAN 2-05,2025-084A,63662,PAY,+,PRC,2025-04-27,XICLF,,1436.09,4.26,35792,35781,,,EA,ORB
TJS-19,2025-097A,63924,PAY,+,PRC,2025-05-12,XICLF,,1436.15,3.16,35814,35761,,,EA,ORB
CHINASAT 3B,2025-106A,64062,PAY,+,PRC,2025-05-20,WSC,,1436.1,0.02,35796,35777,,,EA,ORB
SXM-10,2025-122A,64290,PAY,+,US,2025-06-07,AFETR,,1436.13,0.02,35793,35781,,,EA,ORB
COSMOS 2589,2025-131A,64467,PAY,+,CIS,2025-06-19,PLMSC,,1434.79,0.13,35764,35758,,,EA,ORB
CHINASAT 9C,2025-132A,64470,PAY,+,PRC,2025-06-20,XICLF,,1436.11,0.04,35800,35773,,,EA,ORB
MTG-S1,2025-143A,64723,PAY,+,EUME,2025-07-01,AFETR,,1436.07,0.6,35803,35769,,,EA,ORB
DROR 1,2025-148A,64784,PAY,+,ISRA,2025-07-13,AFETR,,1436.11,0.03,35789,35785,,,EA,ORB
NTS-3,2025-173A,65160,PAY,+,US,2025-08-13,AFETR,,1431.15,3.08,35694,35685,,,EA,ORB
SHIYAN-29,2025-196A,65486,PAY,+,PRC,2025-09-05,XICLF,,1436.26,28.9,35852,35728,,,EA,ORB
NUSANTARA LIMA (NUSANTARA 5),2025-205A,65588,PAY,+,INDO,2025-09-12,AFETR,,1436.11,0.01,35789,35784,,,EA,ORB
TJS-20,2025-238A,66142,PAY,+,PRC,2025-10-23,WSC,,1436.08,5.3,35802,35771,,,EA,ORB
CMS-03 (GSAT-7R),2025-249B,66311,PAY,+,IND,2025-11-02,SRILR,,1436.12,0.08,35790,35784,,,EA,ORB
VIASAT-3 F2,2025-261A,66454,PAY,+,US,2025-11-14,AFETR,,1436.12,,35792,35782,,,EA,ORB
SHIJIAN-28 (SJ-28),2025-277A,66549,PAY,+,PRC,2025-11-30,WSC,,1436.18,4.34,35794,35782,,,EA,ORB
USA 569,2024-134L,66552,PAY,+,US,2024-07-30,AFETR,,1430.94,0.34,35701,35670,,NEA,EA,ORB
TJS-22,2025-290A,66990,PAY,+,PRC,2025-12-09,XICLF,,1436.11,1.35,35805,35769,,,EA,ORB
TJS-23,2025-306A,67226,PAY,+,PRC,2025-12-20,WSC,,1436.1,5.42,35805,35768,,,EA,ORB
FENGYUN 4C,2025-312A,67246,PAY,+,PRC,2025-12-26,XICLF,,1436.11,0.02,35790,35783,,,EA,ORB
SHIJIAN-29A (SJ-29A),2025-315A,67302,PAY,+,PRC,2025-12-30,WSC,,1436.08,3.59,35812,35760,,,EA,ORB
SHIJIAN-29B (SJ-29B),2025-315C,67403,PAY,+,PRC,2025-12-30,WSC,,1436.09,3.59,35815,35758,,,EA,ORB
ELEKTRO-L 5,2026-028A,67756,PAY,+,CIS,2026-02-12,TYMSC,,1436.11,0.18,35797,35777,,,EA,ORB
JAM-E JAM 1,2026-028B,67757,PAY,+,IRAN,2026-02-12,TYMSC,,1436.04,0.15,35789,35782,,,EA,ORB
USA 582,2026-029A,67759,PAY,+,US,2026-02-12,AFETR,,1433.58,0.35,35759,35715,,NEA,EA,ORB
USA 583,2026-029B,67760,PAY,+,US,2026-02-12,AFETR,,1434.12,0.3,35770,35726,,NEA,EA,ORB
ECHOSTAR 25,2026-045A,68126,PAY,+,US,2026-03-10,AFETR,,1436.09,0.02,35793,35780,,,EA,ORB
VIASAT-3 F3,2026-096A,68893,PAY,+,US,2026-04-29,AFETR,,1436.13,0.01,35793,35781,,,EA,ORB
TJS-24,2026-116A,69235,PAY,+,PRC,2026-05-26,WSC,,1436.09,0.2,35792,35781,,,EA,ORB
TJS-25,2026-129A,69474,PAY,+,PRC,2026-06-11,WSC,,1436.14,5.9,35807,35768,,,EA,ORB
TJS-26A,2026-144A,69674,PAY,+,PRC,2026-06-23,WSC,,1436.12,6.88,35813,35762,,,EA,ORB
SXM-11,2026-148A,69728,PAY,+,US,2026-06-29,AFETR,,1436.11,0.02,35790,35784,,,EA,ORB
TIANLIAN 2-06,2026-169A,100140,PAY,+,PRC,2026-07-23,XICLF,,1436.08,2.93,35800,35772,,,EA,ORB
TIANLIAN 3-01,2026-172A,100172,PAY,+,PRC,2026-07-29,WSC,,1436.1,0.07,35792,35781,,,EA,ORB
